SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Jr Engineer/Analyst,Bachelors,3,Hour,$52.17,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Manager I,Bachelors,11,Hour,$129.23,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Manager II,Masters,11,Hour,$161.74,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Programmer I **,Bachelors,4,Hour,$61.41,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Programmer II **,Bachelors,6,Hour,$75.37,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Project/Task Order Lead,Bachelors,12,Hour,$100.14,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Sr Engineer/Analyst I,Masters,14,Hour,$120.30,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Sr Engineer/Analyst II,Masters,16,Hour,$134.66,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Sr Scientist/SME I,Masters,10,Hour,$126.65,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Sr Scientist/SME II,Masters,12,Hour,$148.40,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Sr Scientist/SME III,Masters,29,Hour,$179.39,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,System Analyst I **,Bachelors,0,Hour,$48.50,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,System Analyst II **,Bachelors,3,Hour,$59.53,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Technician I **,High School,0,Hour,$25.95,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,Technician II **,High School,2,Hour,$53.59,GS-35F-155CA,"OASYS, INC.",S,IT Schedule 70,Customer,1,1/28/2015,1/27/2020
132-51,IT Field Support Business Analyst,Bachelors,3,Hour,$181.36,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,IT Field Support Database Administrator (DBA),Bachelors,5,Hour,$151.13,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,IT Field Support Engineer,Associates,3,Hour,$192.09,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,IT Field Support Project Manager,Bachelors,5,Hour,$181.36,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,IT Field Support System Installer,Associates,3,Hour,$198.29,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,IT Field Support Trainer,Bachelors,2,Hour,$146.10,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,Software Development,Bachelors,5,Hour,$161.21,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,Technical Writer,Bachelors,3,Hour,$100.79,GS-35F-520BA,"OBOR DIGITAL, LLC",S,IT Schedule 70,Customer,2,9/17/2014,9/17/2019
132-51,Change Management Specialist,Bachelors,3,Hour,$153.14,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,ERP Specialist,Bachelors,3,Hour,$153.14,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Graphic Artist,Bachelors,2,Hour,$81.36,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Program Manager,Bachelors,15,Hour,$177.07,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Project Manager,Bachelors,10,Hour,$148.71,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Senior Analyst,Bachelors,10,Hour,$153.14,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Senior Business Process Analyst,Bachelors,7,Hour,$153.14,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Senior Software Architect,Bachelors,10,Hour,$162.71,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Senior Software Engineer/Programmer,Bachelors,8,Hour,$139.20,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Senior Systems Engineer,Bachelors,8,Hour,$150.27,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Systems Engineer,Bachelors,4,Hour,$138.78,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Training Specialist,Bachelors,2,Hour,$153.14,GS-35F-456CA,"OCEANIT LABORATORIES, INC.",S,IT Schedule 70,Customer,1,8/7/2015,8/6/2020
132-51,Entry Developer,Bachelors,3,Hour,$70.53,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,Security Consultant,Bachelors,12,Hour,$232.75,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,SecurityArchitect,Bachelors,10,Hour,$211.59,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,SecurityEngineer,Bachelors,10,Hour,$190.43,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,Senior Developer,Bachelors,8,Hour,$130.98,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,Systems Management Specialist,Bachelors,8,Hour,$166.25,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,Technical Writer,Bachelors,2,Hour,$90.68,GS-35F-140CA,ONWIRE CONSULTING GROUP,S,IT Schedule 70,Customer,1,1/14/2015,1/13/2020
132-51,Executive/Scientist Instructor,Bachelors,10,Hour,$110.97,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Executive/Scientist Program Integrator,Bachelors,10,Hour,$112.94,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Senior Program Analyst,Bachelors,5,Hour,$68.74,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Senior/Lead Administrative Assistant,Bachelors,5,Hour,$53.90,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Senior/Lead Engineering (Information Security),Bachelors,5,Hour,$112.94,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Senior/Lead Instructor,Bachelors,5,Hour,$68.74,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Senior/Lead Program Integrator,Bachelors,10,Hour,$112.94,GS-35F-323BA,PAMELA P DESSASO,S,IT Schedule 70,Both,2,4/11/2015,4/10/2019
132-51,Applications Support Specialist,Bachelors,3,Hour,$62.71,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Business Systems Analyst,Bachelors,3,Hour,$49.37,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Data warehouse Architect,Bachelors,6,Hour,$78.99,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Data warehouse Developer,Bachelors,4,Hour,$69.12,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Defect Manager,Bachelors,4,Hour,$76.63,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Deployment Specialist,Bachelors,6,Hour,$70.64,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Functional SAP Specialist,Bachelors,6,Hour,$83.93,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,GIS Developer,Bachelors,7,Hour,$93.80,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,IT Architect,Bachelors,5,Hour,$77.02,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,IT Project Manager,Bachelors,4,Hour,$66.16,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Lead Developer,Bachelors,6,Hour,$93.80,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Peoplesoft Administrator,Bachelors,5,Hour,$83.93,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Programmer Analyst,Bachelors,2,Hour,$51.67,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Quality Assurance Analyst,Associates,2,Hour,$34.56,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Release Delivery Analyst,Bachelors,4,Hour,$65.17,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Senior Programmer Analyst,Bachelors,4,Hour,$71.09,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Senior Technical Architect,Bachelors,7,Hour,$88.87,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Software Architect,Bachelors,4,Hour,$74.06,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Sr Software QA Analyst,Bachelors,4,Hour,$64.18,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Support Specialist,Bachelors,4,Hour,$56.11,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Technical Writer,Bachelors,4,Hour,$39.50,GS-35F-460CA,PARAMOUNT SOFTWARE SOLUTIONS INC,S,IT Schedule 70,Both,1,8/12/2015,8/11/2020
132-51,Database Architect Sr.,Bachelors,10,Hour,$158.88,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,GUI Developer Ms,Bachelors,15,Hour,$162.64,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,GUI Developer Sr.,Bachelors,5,Hour,$139.00,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,GUI Programmer Mid,Bachelors,2,Hour,$100.65,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Healthcare Business Analyst Mid,Bachelors,4,Hour,$93.32,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,M Programmer Ms.,Bachelors,15,Hour,$158.77,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,M Programmer Sr.,Bachelors,5,Hour,$135.09,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Program Manager Sr.,Bachelors,10,Hour,$204.49,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Project Manager Sr.,Bachelors,10,Hour,$168.97,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Software Architect Sr.,Bachelors,6,Hour,$177.63,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Software Developer Sr.,Bachelors,3,Hour,$160.30,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Software Quality Assurance Specialist Sr.,Bachelors,4,Hour,$124.78,GS-35F-384CA,PIERAN LLC,S,IT Schedule 70,Customer,1,6/25/2015,6/24/2020
132-51,Business Analyst,Bachelors,3,Hour,$105.29,GS-35F-095CA,"PINNACLE 21, LLC",S,IT Schedule 70,Customer,1,11/29/2014,11/30/2019
132-51,CDISC Subject Matter Expert (SME)/Lead,Bachelors,7,Hour,$141.66,GS-35F-095CA,"PINNACLE 21, LLC",S,IT Schedule 70,Customer,1,11/29/2014,11/30/2019
132-51,Data Fitness Analyst,Bachelors,5,Hour,$105.29,GS-35F-095CA,"PINNACLE 21, LLC",S,IT Schedule 70,Customer,1,11/29/2014,11/30/2019
132-51,Software Developer,Bachelors,3,Hour,$100.50,GS-35F-095CA,"PINNACLE 21, LLC",S,IT Schedule 70,Customer,1,11/29/2014,11/30/2019
132-51,Solutions Architect,Bachelors,7,Hour,$157.93,GS-35F-095CA,"PINNACLE 21, LLC",S,IT Schedule 70,Customer,1,11/29/2014,11/30/2019
132-51,Engagement/Program Manager (Senior),Bachelors,7,Hour,$125.44,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Engagement/Program Manager (Senior),Bachelors,7,Hour,$127.77,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Engagement/Program Manager (Senior),Bachelors,7,Hour,$130.20,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Engagement/Program Manager (Senior),Bachelors,7,Hour,$132.67,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Engagement/Program Manager (Senior),Bachelors,7,Hour,$135.19,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Graphic Design (Junior),Bachelors,2,Hour,$54.36,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Graphic Design (Junior),Bachelors,2,Hour,$55.38,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Graphic Design (Junior),Bachelors,2,Hour,$56.43,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Graphic Design (Junior),Bachelors,2,Hour,$57.51,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Graphic Design (Junior),Bachelors,2,Hour,$58.60,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Graphic Design (Senior),Bachelors,5,Hour,$66.90,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Graphic Design (Senior),Bachelors,5,Hour,$68.17,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Graphic Design (Senior),Bachelors,5,Hour,$69.47,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Graphic Design (Senior),Bachelors,5,Hour,$70.79,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Graphic Design (Senior),Bachelors,5,Hour,$72.13,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Project Manager (Junior),Bachelors,3,Hour,$100.35,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Project Manager (Junior),Bachelors,3,Hour,$102.26,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Project Manager (Junior),Bachelors,3,Hour,$104.20,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Project Manager (Junior),Bachelors,3,Hour,$106.18,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Project Manager (Junior),Bachelors,3,Hour,$108.20,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Project Manager (Senior),Bachelors,7,Hour,$125.39,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Project Manager (Senior),Bachelors,7,Hour,$127.77,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Project Manager (Senior),Bachelors,7,Hour,$130.20,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Project Manager (Senior),Bachelors,7,Hour,$132.67,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Project Manager (Senior),Bachelors,7,Hour,$135.19,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,QA Test Engineer (Senior),Bachelors,5,Hour,$71.08,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,QA Test Engineer (Senior),Bachelors,5,Hour,$72.43,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,QA Test Engineer (Senior),Bachelors,5,Hour,$73.81,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,QA Test Engineer (Senior),Bachelors,5,Hour,$75.21,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,QA Test Engineer (Senior),Bachelors,5,Hour,$76.64,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,System Architect (Senior),Bachelors,5,Hour,$100.35,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,System Architect (Senior),Bachelors,5,Hour,$102.26,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,System Architect (Senior),Bachelors,5,Hour,$104.20,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,System Architect (Senior),Bachelors,5,Hour,$106.18,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,System Architect (Senior),Bachelors,5,Hour,$108.20,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Web and Software Developer (Junior),Bachelors,3,Hour,$71.08,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Web and Software Developer (Junior),Bachelors,3,Hour,$72.43,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Web and Software Developer (Junior),Bachelors,3,Hour,$73.81,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Web and Software Developer (Junior),Bachelors,3,Hour,$75.21,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Web and Software Developer (Junior),Bachelors,3,Hour,$76.64,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Web and Software Developer (Senior),Bachelors,7,Hour,$87.80,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,1,3/3/2014,3/2/2019
132-51,Web and Software Developer (Senior),Bachelors,7,Hour,$89.47,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,2,3/3/2014,3/2/2019
132-51,Web and Software Developer (Senior),Bachelors,7,Hour,$91.17,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,3,3/3/2014,3/2/2019
132-51,Web and Software Developer (Senior),Bachelors,7,Hour,$92.90,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,4,3/3/2014,3/2/2019
132-51,Web and Software Developer (Senior),Bachelors,7,Hour,$94.67,GS-35F-243BA,"PLASMA COMPUTING GROUP, INC.",S,IT Schedule 70,Both,5,3/3/2014,3/2/2019
132-51,Process and Tools SME,Bachelors,10,Hour,$140.05,GS-35F-273CA,"PLATINUM SYSTEMS, INC.",S,IT Schedule 70,Both,1,3/31/2015,3/30/2020
132-51,Project Manager,Bachelors,10,Hour,$125.94,GS-35F-273CA,"PLATINUM SYSTEMS, INC.",S,IT Schedule 70,Both,1,3/31/2015,3/30/2020
132-51,Software Configuration Manager,Bachelors,5,Hour,$119.90,GS-35F-273CA,"PLATINUM SYSTEMS, INC.",S,IT Schedule 70,Both,1,3/31/2015,3/30/2020
132-51,Customer Service Representative I,High School,2,Hour,$47.42,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,Customer Service Representative II,High School,5,Hour,$60.97,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,Customer Service Representative III,High School,8,Hour,$74.52,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,IT Network Engineer I,Bachelors,2,Hour,$115.17,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,IT Network Engineer II,Bachelors,5,Hour,$135.49,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,IT Network Engineer III,Bachelors,8,Hour,$162.59,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,IT Network Technician I,High School,2,Hour,$60.97,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,IT Network Technician II,High School,5,Hour,$74.52,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,IT Network Technician III,High School,8,Hour,$88.07,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,Program Manager,Bachelors,4,Hour,$176.14,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,Project Manager,Bachelors,3,Hour,$128.71,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,System Design Engineer I,Bachelors,2,Hour,$94.84,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,System Design Engineer II,Bachelors,5,Hour,$115.17,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,System Design Engineer III,Bachelors,8,Hour,$149.04,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,TELECOMMUNICATIONS FIELD SERVICE ENGINEER I,High School,2,Hour,$67.74,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,TELECOMMUNICATIONS FIELD SERVICE ENGINEER II,High School,5,Hour,$94.84,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,TELECOMMUNICATIONS FIELD SERVICE ENGINEER III,High School,8,Hour,$121.94,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
132-51,WIRE/CABLE TECHNICIAN I,High School,2,Hour,$60.97,GS-35F-377BA,POINT ROCK SOLUTIONS LLC,S,IT Schedule 70,Both,2,5/28/2014,5/27/2019
